time_since_trigger,group_id,sample_num,rollback,reopen,capacity_multiplier,date_peak,crit_det_peak,rollback_fct
13,3191,309,pr8,100perc,0.6,2020-11-15,521,very strong (80%)
13,109,10,pr8,100perc,0.6,2020-11-15,587,very strong (80%)
9,170,16,pr8,100perc,0.6,2020-11-15,437,very strong (80%)
13,1622,158,pr8,100perc,0.6,2020-11-16,493,very strong (80%)
13,2172,211,pr8,100perc,0.6,2020-11-16,568,very strong (80%)
11,2304,224,pr8,100perc,0.6,2020-11-16,560,very strong (80%)
12,3286,318,pr8,100perc,0.6,2020-11-16,507,very strong (80%)
11,2726,265,pr8,100perc,0.6,2020-11-17,533,very strong (80%)
13,2852,277,pr8,100perc,0.6,2020-11-17,503,very strong (80%)
10,302,29,pr8,100perc,0.6,2020-11-17,486,very strong (80%)
15,1542,150,pr8,100perc,0.6,2020-11-18,544,very strong (80%)
10,2590,252,pr8,100perc,0.6,2020-11-18,437,very strong (80%)
11,181,17,pr8,100perc,0.6,2020-11-18,479,very strong (80%)
12,641,62,pr8,100perc,0.6,2020-11-18,483,very strong (80%)
15,1252,121,pr8,100perc,0.6,2020-11-19,539,very strong (80%)
14,2407,234,pr8,100perc,0.6,2020-11-19,470,very strong (80%)
14,2843,276,pr8,100perc,0.6,2020-11-19,498,very strong (80%)
15,2863,278,pr8,100perc,0.6,2020-11-19,555,very strong (80%)
14,3042,295,pr8,100perc,0.6,2020-11-19,490,very strong (80%)
11,1061,103,pr8,100perc,0.6,2020-11-20,463,very strong (80%)
13,2791,271,pr8,100perc,0.6,2020-11-20,494,very strong (80%)
13,2326,226,pr8,100perc,0.6,2020-11-21,499,very strong (80%)
18,2780,270,pr8,100perc,0.6,2020-11-21,553,very strong (80%)
11,3611,349,pr8,100perc,0.6,2020-11-21,519,very strong (80%)
14,3923,380,pr8,100perc,0.6,2020-11-21,584,very strong (80%)
11,1504,146,pr8,100perc,0.6,2020-11-23,479,very strong (80%)
11,1039,101,pr8,100perc,0.6,2020-11-24,457,very strong (80%)
12,1126,109,pr8,100perc,0.6,2020-11-24,493,very strong (80%)
15,580,56,pr8,100perc,0.6,2020-11-24,470,very strong (80%)
15,670,65,pr8,100perc,0.6,2020-11-24,466,very strong (80%)
11,732,72,pr8,100perc,0.6,2020-11-25,473,very strong (80%)
16,1187,115,pr8,100perc,0.6,2020-11-25,503,very strong (80%)
12,2503,244,pr8,100perc,0.6,2020-11-25,496,very strong (80%)
13,2654,258,pr8,100perc,0.6,2020-11-25,460,very strong (80%)
9,272,26,pr8,100perc,0.6,2020-11-25,493,very strong (80%)
15,3032,294,pr8,100perc,0.6,2020-11-26,458,very strong (80%)
14,3872,375,pr8,100perc,0.6,2020-11-26,471,very strong (80%)
19,139,13,pr8,100perc,0.6,2020-11-26,488,very strong (80%)
13,2284,222,pr8,100perc,0.6,2020-11-27,506,very strong (80%)
10,2643,257,pr8,100perc,0.6,2020-11-27,462,very strong (80%)
11,3765,364,pr8,100perc,0.6,2020-11-29,446,very strong (80%)
11,590,57,pr8,100perc,0.6,2020-11-29,474,very strong (80%)
16,3264,316,pr8,100perc,0.6,2020-11-30,491,very strong (80%)
8,1672,163,pr8,100perc,0.6,2020-12-05,458,very strong (80%)
11,3797,367,pr8,100perc,0.6,2020-12-05,423,very strong (80%)
9,2883,280,pr8,100perc,0.6,2020-12-06,404,very strong (80%)
12,1550,151,pr8,100perc,0.6,2020-12-10,422,very strong (80%)
13,3355,325,pr8,100perc,0.6,2020-12-11,437,very strong (80%)
13,373,36,pr8,100perc,0.6,2020-12-12,422,very strong (80%)
