scen_num,sample_num,capacity_multiplier,exp_name,date,group_id,reopen,delay,rollback,crit_det,date_min,date_max,type,subtype,days_above
970,88,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-27,852,100perc,1daysdelay,weak (20%),526,2020-11-27,2021-03-07,threshold,above_threshold,99.5527728085882
1003,91,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-27,884,100perc,1daysdelay,weak (20%),524,2020-11-27,2021-03-05,threshold,above_threshold,97.6565295169944
1183,107,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-27,1033,100perc,1daysdelay,weak (20%),540,2020-11-27,2021-02-02,threshold,above_threshold,66.3685152057255
1198,108,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-27,1048,100perc,1daysdelay,weak (20%),516,2020-11-27,2021-01-25,threshold,above_threshold,58.7835420393585
1220,110,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-27,1069,100perc,1daysdelay,weak (20%),538,2020-11-27,2021-03-10,threshold,above_threshold,102.397137745975
1350,122,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-27,1184,100perc,1daysdelay,weak (20%),517,2020-11-27,2021-02-06,threshold,above_threshold,70.1610017889076
866,78,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-28,756,100perc,1daysdelay,weak (20%),535,2020-11-28,2021-01-25,threshold,above_threshold,57.8354203935602
910,82,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-28,796,100perc,1daysdelay,weak (20%),552,2020-11-28,2021-01-28,threshold,above_threshold,60.6797853309468
934,84,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-28,819,100perc,1daysdelay,weak (20%),529,2020-11-28,2021-01-17,threshold,above_threshold,49.3023255813922
1018,92,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-28,899,100perc,1daysdelay,weak (20%),522,2020-11-28,2021-02-11,threshold,above_threshold,74.901610017888
1071,97,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-28,947,100perc,1daysdelay,weak (20%),524,2020-11-28,2021-02-24,threshold,above_threshold,87.2271914132353
1082,98,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-28,958,100perc,1daysdelay,weak (20%),523,2020-11-28,2021-01-28,threshold,above_threshold,60.6797853309468
1165,105,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-28,1015,100perc,1daysdelay,weak (20%),539,2020-11-28,2021-02-15,threshold,above_threshold,78.6940966010728
1117,101,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-29,978,100perc,1daysdelay,weak (20%),520,2020-11-29,2021-01-11,threshold,above_threshold,42.6654740608263
1163,105,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-29,1013,100perc,1daysdelay,weak (20%),531,2020-11-29,2021-02-18,threshold,above_threshold,80.5903398926666
1196,108,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-29,1046,100perc,1daysdelay,weak (20%),532,2020-11-29,2021-01-25,threshold,above_threshold,56.8872987477675
763,69,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,654,100perc,1daysdelay,weak (20%),523,2020-11-30,2021-01-20,threshold,above_threshold,51.198568872986
822,74,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,713,100perc,1daysdelay,weak (20%),518,2020-11-30,2021-02-22,threshold,above_threshold,83.4347048300533
912,82,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,798,100perc,1daysdelay,weak (20%),533,2020-11-30,2021-01-30,threshold,above_threshold,60.6797853309468
919,83,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,804,100perc,1daysdelay,weak (20%),535,2020-11-30,2021-01-29,threshold,above_threshold,59.731663685154
992,90,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,874,100perc,1daysdelay,weak (20%),517,2020-11-30,2021-02-13,threshold,above_threshold,74.901610017888
1187,107,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,1037,100perc,1daysdelay,weak (20%),542,2020-11-30,2021-02-03,threshold,above_threshold,64.4722719141317
1234,112,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,1079,100perc,1daysdelay,weak (20%),526,2020-11-30,2021-02-19,threshold,above_threshold,80.5903398926639
1304,118,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-11-30,1147,100perc,1daysdelay,weak (20%),521,2020-11-30,2021-02-11,threshold,above_threshold,73.0053667262969
904,82,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-01,790,100perc,1daysdelay,weak (20%),529,2020-12-01,2021-02-06,threshold,above_threshold,67.316636851521
1095,99,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-01,966,100perc,1daysdelay,weak (20%),525,2020-12-01,2021-01-22,threshold,above_threshold,52.1466905187843
1115,101,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-01,976,100perc,1daysdelay,weak (20%),523,2020-12-01,2021-01-12,threshold,above_threshold,41.717352415028
813,73,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-02,704,100perc,1daysdelay,weak (20%),529,2020-12-02,2021-01-22,threshold,above_threshold,51.198568872986
1344,122,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-02,1178,100perc,1daysdelay,weak (20%),517,2020-12-02,2021-02-14,threshold,above_threshold,73.9534883720925
1152,104,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-03,1011,100perc,1daysdelay,weak (20%),518,2020-12-03,2021-01-30,threshold,above_threshold,57.8354203935602
1306,118,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-03,1149,100perc,1daysdelay,weak (20%),526,2020-12-03,2021-02-07,threshold,above_threshold,66.3685152057255
868,78,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-05,758,100perc,1daysdelay,weak (20%),542,2020-12-05,2021-01-27,threshold,above_threshold,53.0948121645771
996,90,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-05,878,100perc,1daysdelay,weak (20%),518,2020-12-05,2021-01-29,threshold,above_threshold,54.9910554561737
1047,95,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-05,923,100perc,1daysdelay,weak (20%),542,2020-12-05,2021-02-28,threshold,above_threshold,85.330948121647
1088,98,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-05,962,100perc,1daysdelay,weak (20%),541,2020-12-05,2021-01-28,threshold,above_threshold,54.0429338103754
1192,108,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-05,1042,100perc,1daysdelay,weak (20%),520,2020-12-05,2021-01-28,threshold,above_threshold,54.0429338103754
1194,108,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-05,1044,100perc,1daysdelay,weak (20%),516,2020-12-05,2021-01-27,threshold,above_threshold,53.0948121645771
824,74,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-06,715,100perc,1daysdelay,weak (20%),539,2020-12-06,2021-02-24,threshold,above_threshold,79.6422182468711
930,84,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-06,815,100perc,1daysdelay,weak (20%),520,2020-12-06,2021-01-09,threshold,above_threshold,34.1323792486583
855,77,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-07,745,100perc,1daysdelay,weak (20%),539,2020-12-07,2021-02-10,threshold,above_threshold,65.42039355993
1016,92,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-07,897,100perc,1daysdelay,weak (20%),517,2020-12-07,2021-02-14,threshold,above_threshold,69.2128801431148
1113,101,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-07,974,100perc,1daysdelay,weak (20%),526,2020-12-07,2021-01-13,threshold,above_threshold,36.9767441860448
1124,102,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-07,985,100perc,1daysdelay,weak (20%),546,2020-12-07,2021-02-11,threshold,above_threshold,66.3685152057255
816,74,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-08,707,100perc,1daysdelay,weak (20%),517,2020-12-08,2021-03-05,threshold,above_threshold,87.2271914132353
1181,107,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-08,1031,100perc,1daysdelay,weak (20%),538,2020-12-08,2021-02-03,threshold,above_threshold,56.8872987477619
818,74,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-09,709,100perc,1daysdelay,weak (20%),516,2020-12-09,2021-02-28,threshold,above_threshold,81.5384615384622
1086,98,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-09,960,100perc,1daysdelay,weak (20%),522,2020-12-09,2021-02-02,threshold,above_threshold,54.9910554561709
1302,118,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-10,1145,100perc,1daysdelay,weak (20%),524,2020-12-10,2021-02-19,threshold,above_threshold,71.1091234347059
750,68,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-12,645,100perc,1daysdelay,weak (20%),516,2020-12-12,2021-02-07,threshold,above_threshold,57.8354203935602
926,84,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-12,811,100perc,1daysdelay,weak (20%),520,2020-12-12,2021-01-17,threshold,above_threshold,36.0286225402493
932,84,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-13,817,100perc,1daysdelay,weak (20%),518,2020-12-13,2021-01-18,threshold,above_threshold,36.0286225402493
796,72,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-13,687,100perc,1daysdelay,weak (20%),519,2020-12-13,2021-02-13,threshold,above_threshold,61.6279069767451
1022,92,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-14,903,100perc,1daysdelay,weak (20%),523,2020-12-14,2021-02-15,threshold,above_threshold,62.5760286225406
1080,98,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-14,956,100perc,1daysdelay,weak (20%),538,2020-12-14,2021-02-03,threshold,above_threshold,50.2504472271905
811,73,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-16,702,100perc,1daysdelay,weak (20%),521,2020-12-16,2021-01-30,threshold,above_threshold,44.5617173524146
805,73,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-17,696,100perc,1daysdelay,weak (20%),523,2020-12-17,2021-01-23,threshold,above_threshold,36.9767441860476
1091,99,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-17,965,100perc,1daysdelay,weak (20%),525,2020-12-17,2021-01-23,threshold,above_threshold,36.9767441860476
1185,107,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-17,1035,100perc,1daysdelay,weak (20%),539,2020-12-17,2021-02-06,threshold,above_threshold,50.2504472271905
1069,97,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-18,945,100perc,1daysdelay,weak (20%),517,2020-12-18,2021-03-12,threshold,above_threshold,83.4347048300533
1146,104,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-18,1007,100perc,1daysdelay,weak (20%),516,2020-12-18,2021-02-06,threshold,above_threshold,50.2504472271905
829,75,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-20,720,100perc,1daysdelay,weak (20%),539,2020-12-20,2021-01-18,threshold,above_threshold,29.3917710196779
974,88,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-21,856,100perc,1daysdelay,weak (20%),516,2020-12-21,2021-03-04,threshold,above_threshold,73.0053667262997
838,76,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-22,729,100perc,1daysdelay,weak (20%),531,2020-12-22,2021-02-28,threshold,above_threshold,68.2647584973165
1322,120,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-23,1165,100perc,1daysdelay,weak (20%),523,2020-12-23,2021-03-12,threshold,above_threshold,78.6940966010756
783,71,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-26,674,100perc,1daysdelay,weak (20%),520,2020-12-26,2021-02-03,threshold,above_threshold,38.8729874776359
1190,108,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-29,1040,100perc,1daysdelay,weak (20%),525,2020-12-29,2021-02-01,threshold,above_threshold,34.1323792486583
1300,118,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-30,1143,100perc,1daysdelay,weak (20%),530,2020-12-30,2021-02-23,threshold,above_threshold,54.9910554561681
1179,107,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2020-12-31,1029,100perc,1daysdelay,weak (20%),516,2020-12-31,2021-02-03,threshold,above_threshold,34.1323792486583
1014,92,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2021-01-08,895,100perc,1daysdelay,weak (20%),521,2021-01-08,2021-02-10,threshold,above_threshold,33.1842576028627
1201,109,0.2,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,2021-01-11,1050,100perc,1daysdelay,weak (20%),518,2021-01-11,2021-02-25,threshold,above_threshold,45.5098389982101
989,89,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-24,913,100perc,1daysdelay,moderate (40%),540,2020-10-24,2021-01-15,threshold,above_threshold,82.4865831842577
941,85,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-25,866,100perc,1daysdelay,moderate (40%),536,2020-10-25,2021-02-01,threshold,above_threshold,98.6046511627899
985,89,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-26,909,100perc,1daysdelay,moderate (40%),524,2020-10-26,2021-01-09,threshold,above_threshold,74.901610017888
987,89,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-26,911,100perc,1daysdelay,moderate (40%),542,2020-10-26,2021-01-09,threshold,above_threshold,74.901610017888
1238,112,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-27,1147,100perc,1daysdelay,moderate (40%),523,2020-10-27,2020-12-30,threshold,above_threshold,63.5241502683389
965,87,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-28,890,100perc,1daysdelay,moderate (40%),545,2020-10-28,2021-01-31,threshold,above_threshold,94.8121645796051
978,88,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-29,902,100perc,1daysdelay,moderate (40%),554,2020-10-29,2021-01-13,threshold,above_threshold,75.8497316636808
1044,94,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-29,963,100perc,1daysdelay,moderate (40%),517,2020-10-29,2021-01-02,threshold,above_threshold,65.4203935599244
1295,117,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-30,1203,100perc,1daysdelay,moderate (40%),531,2020-10-30,2021-01-11,threshold,above_threshold,73.0053667262997
1240,112,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-10-31,1149,100perc,1daysdelay,moderate (40%),536,2020-10-31,2020-12-29,threshold,above_threshold,58.7835420393558
890,80,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-01,819,100perc,1daysdelay,moderate (40%),530,2020-11-01,2021-01-09,threshold,above_threshold,69.2128801431093
1282,116,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-01,1190,100perc,1daysdelay,moderate (40%),517,2020-11-01,2021-01-03,threshold,above_threshold,63.5241502683361
1286,116,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-01,1194,100perc,1daysdelay,moderate (40%),521,2020-11-01,2021-01-13,threshold,above_threshold,73.0053667262942
1293,117,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-01,1201,100perc,1daysdelay,moderate (40%),534,2020-11-01,2021-01-10,threshold,above_threshold,70.1610017889076
943,85,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-02,868,100perc,1daysdelay,moderate (40%),524,2020-11-02,2021-01-07,threshold,above_threshold,66.3685152057227
967,87,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-02,892,100perc,1daysdelay,moderate (40%),522,2020-11-02,2021-01-18,threshold,above_threshold,76.797853309479
879,79,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-03,810,100perc,1daysdelay,moderate (40%),522,2020-11-03,2021-01-23,threshold,above_threshold,81.5384615384622
886,80,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-03,816,100perc,1daysdelay,moderate (40%),538,2020-11-03,2021-01-02,threshold,above_threshold,60.6797853309468
963,87,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-03,888,100perc,1daysdelay,moderate (40%),536,2020-11-03,2021-01-13,threshold,above_threshold,71.1091234347031
1051,95,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-03,969,100perc,1daysdelay,moderate (40%),537,2020-11-03,2021-01-22,threshold,above_threshold,80.5903398926666
1297,117,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-03,1205,100perc,1daysdelay,moderate (40%),563,2020-11-03,2021-01-17,threshold,above_threshold,74.901610017888
901,81,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-04,829,100perc,1daysdelay,moderate (40%),535,2020-11-04,2021-01-09,threshold,above_threshold,66.36851520572
1077,97,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-04,992,100perc,1daysdelay,moderate (40%),534,2020-11-04,2021-01-11,threshold,above_threshold,68.2647584973165
1262,114,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-04,1170,100perc,1daysdelay,moderate (40%),523,2020-11-04,2021-01-31,threshold,above_threshold,88.1753130590309
899,81,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-05,827,100perc,1daysdelay,moderate (40%),549,2020-11-05,2021-01-08,threshold,above_threshold,64.4722719141317
1062,96,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-05,979,100perc,1daysdelay,moderate (40%),519,2020-11-05,2021-01-05,threshold,above_threshold,61.6279069767451
1106,100,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-05,1020,100perc,1daysdelay,moderate (40%),516,2020-11-05,2021-01-22,threshold,above_threshold,78.6940966010728
1260,114,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-05,1168,100perc,1daysdelay,moderate (40%),538,2020-11-05,2021-01-19,threshold,above_threshold,75.8497316636835
1264,114,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-05,1172,100perc,1daysdelay,moderate (40%),531,2020-11-05,2021-01-22,threshold,above_threshold,78.6940966010728
776,70,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,717,100perc,1daysdelay,moderate (40%),529,2020-11-06,2021-01-08,threshold,above_threshold,63.5241502683389
877,79,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,808,100perc,1daysdelay,moderate (40%),516,2020-11-06,2021-01-19,threshold,above_threshold,74.9016100178907
983,89,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,907,100perc,1daysdelay,moderate (40%),520,2020-11-06,2021-01-18,threshold,above_threshold,73.9534883720952
1053,95,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,970,100perc,1daysdelay,moderate (40%),519,2020-11-06,2021-01-11,threshold,above_threshold,66.3685152057282
1055,95,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,972,100perc,1daysdelay,moderate (40%),522,2020-11-06,2021-01-13,threshold,above_threshold,68.2647584973165
1110,100,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,1024,100perc,1daysdelay,moderate (40%),522,2020-11-06,2021-01-17,threshold,above_threshold,72.0572450805014
1209,109,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,1121,100perc,1daysdelay,moderate (40%),532,2020-11-06,2021-01-12,threshold,above_threshold,67.3166368515238
1242,112,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,1151,100perc,1daysdelay,moderate (40%),520,2020-11-06,2020-12-31,threshold,above_threshold,54.9910554561737
778,70,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,719,100perc,1daysdelay,moderate (40%),521,2020-11-06,2021-01-08,threshold,above_threshold,62.5760286225406
1040,94,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,959,100perc,1daysdelay,moderate (40%),529,2020-11-06,2020-12-22,threshold,above_threshold,45.5098389982129
1066,96,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-06,983,100perc,1daysdelay,moderate (40%),532,2020-11-06,2021-01-09,threshold,above_threshold,63.5241502683334
923,83,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-07,848,100perc,1daysdelay,moderate (40%),542,2020-11-07,2020-12-31,threshold,above_threshold,53.0948121645798
998,90,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-07,922,100perc,1daysdelay,moderate (40%),526,2020-11-07,2020-12-25,threshold,above_threshold,47.4060822898039
1029,93,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-07,948,100perc,1daysdelay,moderate (40%),520,2020-11-07,2020-12-09,threshold,above_threshold,31.2880143112717
1064,96,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-07,981,100perc,1daysdelay,moderate (40%),534,2020-11-07,2021-01-02,threshold,above_threshold,55.9391771019664
1216,110,0.6,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-08,1128,100perc,1daysdelay,moderate (40%),546,2020-11-08,2021-01-22,threshold,above_threshold,74.9016100178907
1253,113,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-08,1161,100perc,1daysdelay,moderate (40%),527,2020-11-08,2021-01-18,threshold,above_threshold,71.1091234347059
1258,114,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-08,1166,100perc,1daysdelay,moderate (40%),520,2020-11-08,2021-01-12,threshold,above_threshold,64.4722719141344
1372,124,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-08,1270,100perc,1daysdelay,moderate (40%),529,2020-11-08,2021-01-05,threshold,above_threshold,57.835420393563
756,68,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-09,699,100perc,1daysdelay,moderate (40%),532,2020-11-09,2021-01-01,threshold,above_threshold,53.0948121645826
939,85,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-09,864,100perc,1daysdelay,moderate (40%),520,2020-11-09,2021-01-10,threshold,above_threshold,61.6279069767451
945,85,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-09,870,100perc,1daysdelay,moderate (40%),532,2020-11-09,2021-01-08,threshold,above_threshold,59.731663685154
1284,116,0.8,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-09,1192,100perc,1daysdelay,moderate (40%),523,2020-11-09,2021-01-01,threshold,above_threshold,53.0948121645826
758,68,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-10,701,100perc,1daysdelay,moderate (40%),516,2020-11-10,2021-01-04,threshold,above_threshold,54.9910554561709
873,79,0.4,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-10,805,100perc,1daysdelay,moderate (40%),521,2020-11-10,2021-02-05,threshold,above_threshold,86.2790697674426
1132,102,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr4_triggeredrollback_reopen,2020-11-10,1046,100perc,1daysdelay,moderate (40%),526,2020-11-10,2021-01-05,threshold,above_threshold,55.9391771019692
