rollback,delay,capacity_multiplier,reopen,mean_val,median_val,q5,q95
weak (20%),1daysdelay,0,50perc,0.374031007751938,0.348837209302326,0.0991279069767442,0.747771317829457
weak (20%),1daysdelay,0.1,50perc,0.411199510403917,0.403100775193798,0.162209302325581,0.712790697674419
weak (20%),1daysdelay,0.2,50perc,0.470909832721338,0.437984496124031,0.277906976744186,0.794186046511628
weak (20%),1daysdelay,0.3,50perc,0.578648096089957,0.563953488372093,0.403100775193798,0.827519379844961
weak (20%),1daysdelay,0.4,50perc,0.737847697218422,0.674418604651163,0.540697674418605,1.06395348837209
weak (20%),1daysdelay,0.5,50perc,0.83165853191693,0.831395348837209,0.641472868217054,1.0406976744186
weak (20%),1daysdelay,0.6,50perc,0.922591362126246,0.907945736434108,0.741279069767442,1.14767441860465
weak (20%),1daysdelay,0.7,50perc,0.99370900417412,0.986434108527132,0.816666666666667,1.17209302325581
weak (20%),1daysdelay,0.8,50perc,1.1344315245478,1.09786821705426,0.950387596899225,1.45164728682171
weak (20%),1daysdelay,0.9,50perc,1.2828165374677,1.25,1.09922480620155,1.56550387596899
weak (20%),1daysdelay,1,50perc,1.31721497447533,1.31007751937985,1.13759689922481,1.4922480620155
moderate (40%),1daysdelay,0,50perc,0.119165429655286,0.11046511627907,0.0574612403100775,0.206104651162791
moderate (40%),1daysdelay,0.1,50perc,0.153526705852287,0.147286821705426,0.12015503875969,0.206395348837209
moderate (40%),1daysdelay,0.2,50perc,0.28677663601947,0.284883720930233,0.23062015503876,0.353197674418605
moderate (40%),1daysdelay,0.3,50perc,0.409410492157923,0.401162790697674,0.333817829457364,0.485949612403101
moderate (40%),1daysdelay,0.4,50perc,0.556937493867138,0.542635658914729,0.475968992248062,0.657751937984496
moderate (40%),1daysdelay,0.5,50perc,0.688856589147287,0.685077519379845,0.585174418604651,0.789050387596899
moderate (40%),1daysdelay,0.6,50perc,0.787830519273654,0.786821705426357,0.684496124031008,0.902325581395349
moderate (40%),1daysdelay,0.7,50perc,0.891805959302326,0.88468992248062,0.78546511627907,1.01521317829457
moderate (40%),1daysdelay,0.8,50perc,1.02577179382565,1.02519379844961,0.904651162790698,1.14651162790698
moderate (40%),1daysdelay,0.9,50perc,1.1583548664944,1.14341085271318,1.03410852713178,1.33217054263566
moderate (40%),1daysdelay,1,50perc,1.22608119135047,1.21124031007752,1.10804263565891,1.37102713178295
strong (60%),1daysdelay,0,50perc,0.110824742268041,0.104651162790698,0.0562015503875969,0.175193798449612
strong (60%),1daysdelay,0.1,50perc,0.14382762357256,0.137596899224806,0.114341085271318,0.187209302325581
strong (60%),1daysdelay,0.2,50perc,0.266866854076156,0.267441860465116,0.218023255813953,0.324612403100775
strong (60%),1daysdelay,0.3,50perc,0.385298359473589,0.377906976744186,0.320251937984496,0.458333333333333
strong (60%),1daysdelay,0.4,50perc,0.526050117180458,0.517441860465116,0.460271317829457,0.617732558139535
strong (60%),1daysdelay,0.5,50perc,0.659883720930233,0.653100775193799,0.567732558139535,0.760271317829457
strong (60%),1daysdelay,0.6,50perc,0.756999884299433,0.753875968992248,0.671124031007752,0.859302325581395
strong (60%),1daysdelay,0.7,50perc,0.860262640286937,0.852713178294574,0.763953488372093,0.974806201550388
strong (60%),1daysdelay,0.8,50perc,1.00011180679785,1.00484496124031,0.899418604651163,1.09263565891473
