rollback,delay,capacity_multiplier,reopen,mean_val,median_val,q5,q95
strong (60%),1daysdelay,0.9,50perc,1.11311211949329,1.11434108527132,1.00581395348837,1.21124031007752
strong (60%),1daysdelay,1,50perc,1.20078539371685,1.19864341085271,1.09040697674419,1.34563953488372
very strong (80%),1daysdelay,0,50perc,0.107185450208706,0.102713178294574,0.0591085271317829,0.165697674418605
very strong (80%),1daysdelay,0.1,50perc,0.137679366650173,0.131782945736434,0.112403100775194,0.172480620155039
very strong (80%),1daysdelay,0.2,50perc,0.261003445305771,0.261627906976744,0.215116279069767,0.307461240310078
very strong (80%),1daysdelay,0.3,50perc,0.37819005313126,0.37015503875969,0.317829457364341,0.443798449612403
very strong (80%),1daysdelay,0.4,50perc,0.511191860465116,0.50968992248062,0.445542635658915,0.574612403100775
very strong (80%),1daysdelay,0.5,50perc,0.641646789902604,0.631782945736434,0.557267441860465,0.734496124031008
very strong (80%),1daysdelay,0.6,50perc,0.743708572070554,0.74031007751938,0.66937984496124,0.846511627906977
very strong (80%),1daysdelay,0.7,50perc,0.846988670244484,0.844961240310077,0.755813953488372,0.967829457364341
very strong (80%),1daysdelay,0.8,50perc,0.98580053667263,0.994186046511628,0.887596899224806,1.07354651162791
very strong (80%),1daysdelay,0.9,50perc,1.10493477027794,1.08527131782946,1.00581395348837,1.25968992248062
very strong (80%),1daysdelay,1,50perc,1.18270887166236,1.18313953488372,1.07994186046512,1.32461240310078
weak (20%),1daysdelay,0,100perc,1.74086378737542,1.63953488372093,1.01162790697674,2.60562015503876
weak (20%),1daysdelay,0.1,100perc,1.78475452196382,1.80813953488372,0.938662790697674,2.65096899224806
weak (20%),1daysdelay,0.2,100perc,1.78158691971844,1.7093023255814,1.02751937984496,2.63468992248062
weak (20%),1daysdelay,0.3,100perc,1.86708833801857,1.80813953488372,1.10852713178295,2.77131782945736
weak (20%),1daysdelay,0.4,100perc,2.03459413704001,1.97868217054264,1.13139534883721,3.17422480620155
weak (20%),1daysdelay,0.5,100perc,2.13453576462297,2.06589147286822,1.31937984496124,3.05193798449612
weak (20%),1daysdelay,0.6,100perc,2.0946088794926,2.04651162790698,1.29554263565891,3.06637596899225
weak (20%),1daysdelay,0.7,100perc,2.12588090204369,2.09786821705426,1.29941860465116,2.87771317829457
weak (20%),1daysdelay,0.8,100perc,2.24967337339953,2.24031007751938,1.45077519379845,3.1593023255814
weak (20%),1daysdelay,0.9,100perc,2.36216085271318,2.19573643410853,1.61385658914729,3.43071705426356
weak (20%),1daysdelay,1,100perc,2.31197337377823,2.25968992248062,1.50920542635659,3.13013565891473
moderate (40%),1daysdelay,0,100perc,0.380185705767101,0.352713178294574,0.122093023255814,0.752906976744186
moderate (40%),1daysdelay,0.1,100perc,0.446007335167125,0.432170542635659,0.224031007751938,0.768217054263566
moderate (40%),1daysdelay,0.2,100perc,0.586463923673226,0.562015503875969,0.390503875968992,0.847868217054264
moderate (40%),1daysdelay,0.3,100perc,0.762382700938392,0.744186046511628,0.53468992248062,1.03972868217054
moderate (40%),1daysdelay,0.4,100perc,0.966970909394015,0.937984496124031,0.716666666666667,1.27945736434109
moderate (40%),1daysdelay,0.5,100perc,1.13451652386781,1.13178294573643,0.883139534883721,1.42596899224806
moderate (40%),1daysdelay,0.6,100perc,1.24736842105263,1.21705426356589,0.916666666666667,1.52558139534884
moderate (40%),1daysdelay,0.7,100perc,1.38336282440175,1.39922480620155,1.09408914728682,1.64583333333333
moderate (40%),1daysdelay,0.8,100perc,1.53722970216238,1.53294573643411,1.21434108527132,1.92112403100775
moderate (40%),1daysdelay,0.9,100perc,1.67690738474092,1.62596899224806,1.35096899224806,2.05348837209302
moderate (40%),1daysdelay,1,100perc,1.77725418196654,1.7422480620155,1.41317829457364,2.14767441860465
strong (60%),1daysdelay,0,100perc,0.169826423997304,0.159883720930233,0.0779069767441861,0.29437984496124
strong (60%),1daysdelay,0.1,100perc,0.205780611819622,0.201550387596899,0.147286821705426,0.27015503875969
strong (60%),1daysdelay,0.2,100perc,0.380220055013753,0.381782945736434,0.301162790697674,0.465116279069768
strong (60%),1daysdelay,0.3,100perc,0.557305993164958,0.556201550387597,0.466666666666667,0.677131782945736
strong (60%),1daysdelay,0.4,100perc,0.744754802831143,0.750968992248062,0.608720930232558,0.894961240310078
strong (60%),1daysdelay,0.5,100perc,0.913686755022089,0.914728682170543,0.767054263565892,1.05968992248062
strong (60%),1daysdelay,0.6,100perc,1.05089759281926,1.0484496124031,0.869767441860465,1.23178294573643
strong (60%),1daysdelay,0.7,100perc,1.20088355422189,1.19961240310078,1.00697674418605,1.37984496124031
strong (60%),1daysdelay,0.8,100perc,1.34798934108527,1.35077519379845,1.09302325581395,1.55523255813954
strong (60%),1daysdelay,0.9,100perc,1.49370676002334,1.49031007751938,1.27364341085271,1.7531007751938
strong (60%),1daysdelay,1,100perc,1.59128926968584,1.58333333333333,1.34767441860465,1.84089147286822
very strong (80%),1daysdelay,0,100perc,0.154793961648307,0.147286821705426,0.0765503875968992,0.256976744186046
very strong (80%),1daysdelay,0.1,100perc,0.18802708918988,0.180232558139535,0.135658914728682,0.252906976744186
very strong (80%),1daysdelay,0.2,100perc,0.34847910347152,0.344961240310078,0.293701550387597,0.420348837209302
very strong (80%),1daysdelay,0.3,100perc,0.510473826321749,0.50968992248062,0.431007751937984,0.591860465116279
very strong (80%),1daysdelay,0.4,100perc,0.685583080552747,0.690891472868217,0.560077519379845,0.807073643410853
very strong (80%),1daysdelay,0.5,100perc,0.847503542552305,0.844961240310077,0.732170542635659,0.970542635658915
very strong (80%),1daysdelay,0.6,100perc,0.975516795865633,0.968023255813953,0.846899224806202,1.12480620155039
very strong (80%),1daysdelay,0.7,100perc,1.13232732340388,1.14147286821705,0.97984496124031,1.28294573643411
very strong (80%),1daysdelay,0.8,100perc,1.26593227254182,1.27131782945736,1.06782945736434,1.45658914728682
very strong (80%),1daysdelay,0.9,100perc,1.40329457364341,1.38468992248062,1.21114341085271,1.59796511627907
very strong (80%),1daysdelay,1,100perc,1.52294032810528,1.51356589147287,1.31007751937985,1.73449612403101
