rollback,group_id,scen_num,sample_num,capacity_multiplier,trigger_activated,exp_name,infected_cumul,crit_det_cumul,hosp_det_cumul,death_det_cumul,hosp_det,Ki_t,crit_det,date,new_infected,new_crit_det,new_hosp_det,new_death_det,reopen,delay,reopen_fct,reopen_fct2,rollback_fct,capacity_multiplier_fct,capacity_multiplier_fct2,date_peak,crit_det_peak,triggerDate,N_trigger,N_no_trigger,perc_trigger,rt_lower,rt_median,rt_upper,pop,capacity,rel_occupancy,capacity_per10000,crit_det_per10000,new_infected_per10000,rel_occupancy_peak,time_since_reopen,time_to_peak_after_reopen,time_to_trigger_after_reopen,time_since_trigger,time_to_peak_after_trigger,scen_id
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,273637,3284,9836,2202,187,0.099441,64,2020-09-01,,,,,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,,,,2456274,516,0.124031007751938,2.10074283243645,0.260557250534753,,2.89147286821705,0,97.3237924865827,48.865831842577,-49,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,274448,3292,9873,2213,191,0.099441,59,2020-09-02,811,8,37,11,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,,,,2456274,516,0.114341085271318,2.10074283243645,0.240201215336726,3.30174890912007,2.89147286821705,1,97.3237924865827,48.865831842577,-48,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,275199,3302,9918,2222,195,0.099441,58,2020-09-03,751,10,45,9,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,,,,2456274,516,0.112403100775194,2.10074283243645,0.23613000829712,3.05747648674374,2.89147286821705,2,97.3237924865827,48.865831842577,-47,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,276006,3312,9961,2227,189,0.099441,63,2020-09-04,807,10,43,5,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,,,,2456274,516,0.122093023255814,2.10074283243645,0.256486043495148,3.28546408096165,2.89147286821705,3,97.3237924865827,48.865831842577,-46,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,276758,3324,9994,2236,188,0.099441,65,2020-09-05,752,12,33,9,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,,,,2456274,516,0.125968992248062,2.10074283243645,0.264628457574359,3.06154769378335,2.89147286821705,4,97.3237924865827,48.865831842577,-45,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,277486,3332,10037,2240,193,0.099441,66,2020-09-06,728,8,43,4,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,,,,2456274,516,0.127906976744186,2.10074283243645,0.268699664613964,2.96383872483282,2.89147286821705,5,97.3237924865827,48.865831842577,-44,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,278259,3340,10066,2249,187,0.13074777,63,2020-09-07,773,8,29,9,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.23049008916635,1.27240476863738,1.31553685822191,2456274,516,0.122093023255814,2.10074283243645,0.256486043495148,3.14704304161506,2.89147286821705,6,97.3237924865827,48.865831842577,-43,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,279072,3345,10099,2258,181,0.13074777,58,2020-09-08,813,5,33,9,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.20227443105626,1.24259033533821,1.28370990624437,2456274,516,0.112403100775194,2.10074283243645,0.23613000829712,3.30989132319928,2.89147286821705,7,97.3237924865827,48.865831842577,-42,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,279902,3352,10133,2267,184,0.13074777,52,2020-09-09,830,7,34,9,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.17813037506969,1.21674316678854,1.25621432641868,2456274,516,0.10077519379845,2.10074283243645,0.211702766059487,3.37910184287258,2.89147286821705,8,97.3237924865827,48.865831842577,-41,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,280678,3363,10164,2271,175,0.13074777,58,2020-09-10,776,11,31,4,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.15818346604599,1.19562411315376,1.23362459954015,2456274,516,0.112403100775194,2.10074283243645,0.23613000829712,3.15925666273388,2.89147286821705,9,97.3237924865827,48.865831842577,-40,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,281560,3370,10200,2278,171,0.13074777,57,2020-09-11,882,7,36,7,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.14396360971856,1.17999625388648,1.21680774290687,2456274,516,0.11046511627907,2.10074283243645,0.232058801257514,3.59080460893207,2.89147286821705,10,97.3237924865827,48.865831842577,-39,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,282385,3378,10252,2281,190,0.13074777,61,2020-09-12,825,8,52,3,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.13637119122916,1.17143235928404,1.20728299634615,2456274,516,0.118217054263566,2.10074283243645,0.248343629415937,3.35874580767455,2.89147286821705,11,97.3237924865827,48.865831842577,-38,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,283326,3393,10298,2286,190,0.13074777,67,2020-09-12,941,15,46,5,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.13637119122916,1.17143235928404,1.20728299634615,2456274,516,0.12984496124031,2.10074283243645,0.27277087165357,3.83100582426879,2.89147286821705,11,97.3237924865827,48.865831842577,-38,48,92
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,284205,3404,10343,2301,193,0.13074777,63,2020-09-13,879,11,45,15,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.13608011018145,1.17048612597644,1.20548967104084,2456274,516,0.122093023255814,2.10074283243645,0.256486043495148,3.57859098781325,2.89147286821705,12,97.3237924865827,48.865831842577,-37,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,285176,3414,10391,2310,205,0.16205454,63,2020-09-14,971,10,48,9,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.14172950945731,1.17547364440875,1.20993130917412,2456274,516,0.122093023255814,2.10074283243645,0.256486043495148,3.95314203545696,2.89147286821705,13,97.3237924865827,48.865831842577,-36,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,286243,3427,10434,2320,205,0.16205454,65,2020-09-15,1067,13,43,10,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.15417504185284,1.18758271487201,1.22151406096155,2456274,516,0.125968992248062,2.10074283243645,0.264628457574359,4.34397791125909,2.89147286821705,14,97.3237924865827,48.865831842577,-35,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,287280,3439,10479,2330,208,0.16205454,65,2020-09-16,1037,12,45,10,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.17391808930789,1.20683788752478,1.24036745112731,2456274,516,0.125968992248062,2.10074283243645,0.264628457574359,4.22184170007092,2.89147286821705,15,97.3237924865827,48.865831842577,-34,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,288344,3454,10531,2340,214,0.16205454,67,2020-09-17,1064,15,52,10,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.19989414087655,1.23243195641135,1.26563398312164,2456274,516,0.12984496124031,2.10074283243645,0.27277087165357,4.33176429014027,2.89147286821705,16,97.3237924865827,48.865831842577,-33,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,289452,3466,10571,2349,216,0.16205454,67,2020-09-18,1108,12,40,9,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.23026721911833,1.26253114004521,1.29539075416377,2456274,516,0.12984496124031,2.10074283243645,0.27277087165357,4.51089739988291,2.89147286821705,17,97.3237924865827,48.865831842577,-32,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,290662,3480,10618,2359,215,0.16205454,67,2020-09-19,1210,14,47,10,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.26082522515839,1.29260213113654,1.32488067017788,2456274,516,0.12984496124031,2.10074283243645,0.27277087165357,4.92616051792268,2.89147286821705,18,97.3237924865827,48.865831842577,-31,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,291951,3487,10664,2366,219,0.16205454,65,2020-09-20,1289,7,46,7,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.28802802066245,1.31922303296017,1.35095158947265,2456274,516,0.125968992248062,2.10074283243645,0.264628457574359,5.24778587405151,2.89147286821705,19,97.3237924865827,48.865831842577,-30,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,293280,3504,10708,2381,218,0.19336131,65,2020-09-21,1329,17,44,15,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.30820344637984,1.33864389707101,1.36955293684221,2456274,516,0.125968992248062,2.10074283243645,0.264628457574359,5.41063415563573,2.89147286821705,20,97.3237924865827,48.865831842577,-29,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,294663,3518,10759,2396,229,0.19336131,62,2020-09-22,1383,14,51,15,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.3205014126174,1.35005679227242,1.38002542402359,2456274,516,0.12015503875969,2.10074283243645,0.252414836455542,5.63047933577443,2.89147286821705,21,97.3237924865827,48.865831842577,-28,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,296209,3529,10805,2401,227,0.19336131,66,2020-09-23,1546,11,46,5,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.32528394372229,1.3538700762388,1.38284453272026,2456274,516,0.127906976744186,2.10074283243645,0.268699664613964,6.29408608323013,2.89147286821705,22,97.3237924865827,48.865831842577,-27,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,297777,3544,10853,2405,220,0.19336131,74,2020-09-24,1568,15,48,4,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.32278034648563,1.35020040792783,1.37796828930986,2456274,516,0.143410852713178,2.10074283243645,0.301269320930808,6.38365263810145,2.89147286821705,23,97.3237924865827,48.865831842577,-26,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,299456,3553,10906,2418,228,0.19336131,67,2020-09-25,1679,9,53,13,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.3158211337079,1.34215314188263,1.368834131047,2456274,516,0.12984496124031,2.10074283243645,0.27277087165357,6.83555661949766,2.89147286821705,24,97.3237924865827,48.865831842577,-25,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,301237,3561,10978,2429,252,0.19336131,60,2020-09-26,1781,8,72,11,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.30711787493984,1.3323811090479,1.35794795727628,2456274,516,0.116279069767442,2.10074283243645,0.244272422376331,7.25081973753743,2.89147286821705,25,97.3237924865827,48.865831842577,-24,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,303077,3576,11033,2435,251,0.19336131,67,2020-09-27,1840,15,55,6,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.29811666308183,1.32231963200893,1.34682767975987,2456274,516,0.12984496124031,2.10074283243645,0.27277087165357,7.49102095287415,2.89147286821705,26,97.3237924865827,48.865831842577,-23,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,305064,3592,11106,2445,269,0.22466808,73,2020-09-28,1987,16,73,10,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.2902270362035,1.31348346209377,1.3370688990673,2456274,516,0.141472868217054,2.10074283243645,0.297198113891203,8.08948838769616,2.89147286821705,27,97.3237924865827,48.865831842577,-22,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,307123,3609,11191,2459,289,0.22466808,72,2020-09-29,2059,17,85,14,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.28398948923275,1.30637341010166,1.32901597951319,2456274,516,0.13953488372093,2.10074283243645,0.293126906851597,8.38261529454776,2.89147286821705,28,97.3237924865827,48.865831842577,-21,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,309461,3628,11281,2473,303,0.22466808,73,2020-09-30,2338,19,90,14,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.27933765261107,1.30092907755409,1.322783497756,2456274,516,0.141472868217054,2.10074283243645,0.297198113891203,9.5184820585977,2.89147286821705,29,97.3237924865827,48.865831842577,-20,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,311977,3645,11376,2485,326,0.22466808,75,2020-10-01,2516,17,95,12,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.27568796648616,1.29653627506898,1.31764792237567,2456274,516,0.145348837209302,2.10074283243645,0.305340527970414,10.2431569116475,2.89147286821705,30,97.3237924865827,48.865831842577,-19,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,314638,3667,11465,2496,342,0.22466808,80,2020-10-01,2661,22,89,11,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.27568796648616,1.29653627506898,1.31764792237567,2456274,516,0.155038759689923,2.10074283243645,0.325696563168441,10.8334819323903,2.89147286821705,30,97.3237924865827,48.865831842577,-19,48,92
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,317624,3690,11542,2509,337,0.22466808,89,2020-10-02,2986,23,77,13,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.27276196231455,1.29293533548633,1.31331746334293,2456274,516,0.172480620155039,2.10074283243645,0.362337426524891,12.1566242202621,2.89147286821705,31,97.3237924865827,48.865831842577,-18,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,320589,3711,11643,2525,363,0.22466808,89,2020-10-03,2965,21,101,16,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.27217473799709,1.29165425020161,1.31133802842968,2456274,516,0.172480620155039,2.10074283243645,0.362337426524891,12.0711288724304,2.89147286821705,32,97.3237924865827,48.865831842577,-17,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,323891,3727,11755,2537,401,0.22466808,89,2020-10-04,3302,16,112,12,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.27565673151516,1.29457385536912,1.31366892105221,2456274,516,0.172480620155039,2.10074283243645,0.362337426524891,13.4431256447774,2.89147286821705,33,97.3237924865827,48.865831842577,-16,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,327499,3752,11867,2548,441,0.22466808,100,2020-10-05,3608,25,112,11,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.28375708080418,1.30208791102557,1.3205924143526,2456274,516,0.193798449612403,2.10074283243645,0.407120703960552,14.6889149988967,2.89147286821705,34,97.3237924865827,48.865831842577,-15,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,331226,3781,11989,2566,454,0.22466808,106,2020-10-06,3727,29,122,18,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.29381374626165,1.31166309413508,1.3296311631123,2456274,516,0.205426356589147,2.10074283243645,0.431547946198185,15.1733886366098,2.89147286821705,35,97.3237924865827,48.865831842577,-14,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,335200,3803,12122,2576,492,0.22466808,116,2020-10-07,3974,22,133,10,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.30173695696535,1.31902857279226,1.33647264413619,2456274,516,0.224806201550388,2.10074283243645,0.47226001659424,16.1789767753923,2.89147286821705,36,97.3237924865827,48.865831842577,-13,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,339503,3834,12261,2600,535,0.22466808,120,2020-10-08,4303,31,139,24,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.30518163564918,1.32194220184495,1.33884564608512,2456274,516,0.232558139534884,2.10074283243645,0.488544844752662,17.5184038914225,2.89147286821705,37,97.3237924865827,48.865831842577,-12,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,344051,3855,12424,2613,595,0.22466808,124,2020-10-09,4548,21,163,13,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.30116005229239,1.3172902044046,1.33355311659155,2456274,516,0.24031007751938,2.10074283243645,0.504829672911084,18.5158496161259,2.89147286821705,38,97.3237924865827,48.865831842577,-11,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,348893,3885,12582,2632,614,0.22466808,130,2020-10-10,4842,30,158,19,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.28970627362342,1.30522076291227,1.32085917700786,2456274,516,0.251937984496124,2.10074283243645,0.529256915148717,19.7127844857699,2.89147286821705,39,97.3237924865827,48.865831842577,-10,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,354071,3924,12745,2650,638,0.22466808,144,2020-10-11,5178,39,163,18,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.27210720254844,1.28696812728691,1.30194245482217,2456274,516,0.27906976744186,2.10074283243645,0.586253813703194,21.0807100510774,2.89147286821705,40,97.3237924865827,48.865831842577,-9,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,359633,3967,12943,2673,698,0.22466808,160,2020-10-12,5562,43,198,23,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.25056689313373,1.26480566513233,1.27915210960804,2456274,516,0.310077519379845,2.10074283243645,0.651393126336883,22.6440535542859,2.89147286821705,41,97.3237924865827,48.865831842577,-8,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,365419,3990,13147,2697,764,0.22466808,156,2020-10-13,5786,23,204,24,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.22684862471604,1.2404949798108,1.25424690239456,2456274,516,0.302325581395349,2.10074283243645,0.635108298178461,23.5560039311575,2.89147286821705,42,97.3237924865827,48.865831842577,-7,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,371530,4044,13355,2727,809,0.22466808,177,2020-10-14,6111,54,208,30,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.20325055515289,1.21638173297773,1.22961288892924,2456274,516,0.343023255813954,2.10074283243645,0.720603646010177,24.8791462190293,2.89147286821705,43,97.3237924865827,48.865831842577,-6,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,378104,4080,13583,2746,863,0.22466808,191,2020-10-15,6574,36,228,19,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.18140208336656,1.19404343267172,1.20677645315181,2456274,516,0.37015503875969,2.10074283243645,0.777600544564654,26.7641150783667,2.89147286821705,44,97.3237924865827,48.865831842577,-5,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,385191,4131,13820,2771,915,0.22466808,207,2020-10-16,7087,51,237,25,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.16240717560996,1.17464582728406,1.18697757861598,2456274,516,0.401162790697674,2.10074283243645,0.842739857198342,28.8526442896843,2.89147286821705,45,97.3237924865827,48.865831842577,-4,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,392567,4178,14053,2801,959,0.22466808,216,2020-10-17,7376,47,233,30,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.14679919027144,1.15867945565886,1.17064377117526,2456274,516,0.418604651162791,2.10074283243645,0.879380720554791,30.0292231241303,2.89147286821705,46,97.3237924865827,48.865831842577,-3,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,400642,4234,14320,2834,1020,0.22466808,224,2020-10-18,8075,56,267,33,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.13388463112284,1.1454559734607,1.15710577338032,2456274,516,0.434108527131783,2.10074283243645,0.911950376871636,32.8749968448145,2.89147286821705,47,97.3237924865827,48.865831842577,-2,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,409172,4300,14586,2865,1073,0.22466808,248,2020-10-19,8530,66,266,31,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.12302565052341,1.1343199789548,1.14568977988047,2456274,516,0.48062015503876,2.10074283243645,1.00965934582217,34.7273960478351,2.89147286821705,48,97.3237924865827,48.865831842577,-1,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,418125,4361,14891,2900,1166,0.22466808,268,2020-10-19,8953,61,305,35,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.12302565052341,1.1343199789548,1.14568977988047,2456274,516,0.51937984496124,2.10074283243645,1.09108348661428,36.4495166255882,2.89147286821705,48,97.3237924865827,48.865831842577,-1,48,92
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,427623,4457,15207,2947,1199,0.22466808,309,2020-10-20,9498,96,316,47,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.11349311573752,1.1245579112814,1.13569118234706,2456274,516,0.598837209302326,2.10074283243645,1.2580029752381,38.6683244621732,2.89147286821705,49,97.3237924865827,48.865831842577,0,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,437666,4535,15539,3010,1271,0.179734464,315,2020-10-21,10043,78,332,63,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.10596718542517,1.11681452202738,1.12773255506995,2456274,516,0.61046511627907,2.10074283243645,1.28243021747574,40.8871322987582,2.89147286821705,50,97.3237924865827,48.865831842577,1,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,448181,4609,15879,3060,1351,0.179734464,327,2020-10-22,10515,74,340,50,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.10127013235452,1.1119371272399,1.12267278177233,2456274,516,0.633720930232558,2.10074283243645,1.331284701951,42.808742021452,2.89147286821705,51,97.3237924865827,48.865831842577,2,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,458776,4674,16262,3113,1445,0.179734464,331,2020-10-23,10595,65,383,53,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.09958803298664,1.11010000384335,1.1206817787339,2456274,516,0.641472868217054,2.10074283243645,1.34756953010943,43.1344385846205,2.89147286821705,52,97.3237924865827,48.865831842577,3,48,4
pr2,774,886,80,0.6,1,20210517_IL_localeEMS_11_100perc_1daysdelay_pr2_triggeredrollback_reopen,469330,4746,16675,3167,1531,0.179734464,336,2020-10-24,10554,72,413,54,100perc,1daysdelay,"High
transmission
increase",High,20,60,60,2020-12-07,1492,2020-10-19,88,0,1,1.1005289478343,1.11090125256972,1.12133852507574,2456274,516,0.651162790697675,2.10074283243645,1.36792556530745,42.9675190959966,2.89147286821705,53,97.3237924865827,48.865831842577,4,48,4
