date,rt_median,scen_num,reopen
2020-03-24,0.860820585772345,345,100perc
2020-03-24,0.849764778429031,350,100perc
2020-03-24,0.844291675097812,354,100perc
2020-03-24,0.851969767135497,359,100perc
2020-03-24,0.865121585755349,365,100perc
2020-03-24,0.868798994263526,366,100perc
2020-03-24,0.85116177860881,368,100perc
2020-03-24,,370,100perc
2020-03-24,0.870840307303482,375,100perc
2020-03-24,0.858029509444626,376,100perc
2020-03-24,0.858587601266372,381,100perc
2020-03-24,0.876612330092581,384,100perc
2020-03-24,0.847908917400829,386,100perc
2020-03-24,0.865738734263269,398,100perc
2020-03-25,0.824643569727895,3,100perc
2020-03-25,0.835911441919247,6,100perc
2020-03-25,0.822445557601046,11,100perc
2020-03-25,0.818471072002811,14,100perc
2020-03-25,0.811093479175782,17,100perc
2020-03-25,0.829969507354658,18,100perc
2020-03-25,0.819813676674964,27,100perc
2020-03-25,0.820813056228965,30,100perc
2020-03-25,0.831679484003583,35,100perc
2020-03-25,0.827107170645597,37,100perc
2020-03-25,0.839817956778382,49,100perc
2020-03-25,0.855695800550863,50,100perc
2020-03-25,0.821606376889105,57,100perc
2020-03-25,0.809263032526556,58,100perc
2020-03-25,0.843865244942639,59,100perc
2020-03-25,0.81915516696162,63,100perc
2020-03-25,0.823962950631596,65,100perc
2020-03-25,0.828873781940924,66,100perc
2020-03-25,0.826683007107556,69,100perc
2020-03-25,0.851084027921095,71,100perc
2020-03-25,0.81959960509978,73,100perc
2020-03-25,0.827316503711508,81,100perc
2020-03-25,0.833224404330162,101,100perc
2020-03-25,0.83506731463234,102,100perc
2020-03-25,0.842565203260888,104,100perc
2020-03-25,0.821205455156881,110,100perc
2020-03-25,0.817444084260039,111,100perc
2020-03-25,0.819141499369966,116,100perc
2020-03-25,0.838977392814266,122,100perc
2020-03-25,0.831288109382099,127,100perc
2020-03-25,0.82291478903504,134,100perc
2020-03-25,0.83440249070435,137,100perc
2020-03-25,0.803697357452221,140,100perc
2020-03-25,0.831444861681089,144,100perc
2020-03-25,0.809175095907113,147,100perc
2020-03-25,0.832691452750385,149,100perc
2020-03-25,0.847839143296196,150,100perc
2020-03-25,0.821568751995025,151,100perc
2020-03-25,0.806263499170706,152,100perc
2020-03-25,0.82827784028901,156,100perc
2020-03-25,0.807007478603675,157,100perc
2020-03-25,0.841078067267301,159,100perc
2020-03-25,0.83426664210788,164,100perc
2020-03-25,0.850069807305988,165,100perc
2020-03-25,0.847292877620628,175,100perc
2020-03-25,0.821121041876342,195,100perc
2020-03-25,0.833772117892495,199,100perc
2020-03-25,0.821129730847307,211,100perc
2020-03-25,0.836956765273454,212,100perc
2020-03-25,0.809022589938687,223,100perc
2020-03-25,0.838029375807169,224,100perc
2020-03-25,0.822771593554667,225,100perc
2020-03-25,0.821804676784262,227,100perc
2020-03-25,0.829040343415113,231,100perc
2020-03-25,0.830745543552013,234,100perc
2020-03-25,0.834660551938321,235,100perc
2020-03-25,0.825685593400183,245,100perc
2020-03-25,0.823429680186733,253,100perc
2020-03-25,0.81317426261659,258,100perc
2020-03-25,0.820306141377105,259,100perc
2020-03-25,0.820704772242167,262,100perc
2020-03-25,,264,100perc
2020-03-25,0.810397103929303,266,100perc
2020-03-25,0.808867281902593,269,100perc
2020-03-25,0.822020412127988,271,100perc
2020-03-25,0.809914998431697,272,100perc
2020-03-25,0.853022363758694,274,100perc
2020-03-25,0.837407293852091,276,100perc
2020-03-25,0.832936097052645,277,100perc
2020-03-25,0.82192394667864,278,100perc
2020-03-25,0.831370893332118,279,100perc
2020-03-25,0.835972811689779,281,100perc
2020-03-25,0.848436319019698,284,100perc
2020-03-25,0.834633009485157,293,100perc
2020-03-25,0.852506389234913,294,100perc
2020-03-25,0.816392459482878,295,100perc
2020-03-25,0.838255882830285,296,100perc
2020-03-25,0.859296906157599,297,100perc
2020-03-25,0.836824354356111,300,100perc
2020-03-25,0.833934005670729,310,100perc
2020-03-25,0.815911943537233,317,100perc
2020-03-25,0.823155148242004,319,100perc
2020-03-25,0.838276561850263,320,100perc
2020-03-25,0.855975163439856,324,100perc
2020-03-25,0.81228976221019,326,100perc
2020-03-25,0.852417912296089,335,100perc
2020-03-25,0.826489875994552,345,100perc
2020-03-25,0.814542500558993,350,100perc
2020-03-25,0.808772878418379,354,100perc
2020-03-25,0.817229107597624,359,100perc
2020-03-25,0.830981056485704,365,100perc
2020-03-25,0.835374905554899,366,100perc
2020-03-25,0.816124219392816,368,100perc
2020-03-25,,370,100perc
2020-03-25,0.837493809426896,375,100perc
2020-03-25,0.823365543069049,376,100perc
2020-03-25,0.823843174026625,381,100perc
2020-03-25,0.843951387366972,384,100perc
2020-03-25,0.81305857191445,386,100perc
2020-03-25,0.831964673097756,398,100perc
2020-03-26,0.794580714376341,3,100perc
2020-03-26,0.806429861970876,6,100perc
2020-03-26,0.791607001144041,11,100perc
2020-03-26,0.787121372420897,14,100perc
2020-03-26,0.780329100700551,17,100perc
2020-03-26,0.799585730861076,18,100perc
2020-03-26,0.7889277214414,27,100perc
2020-03-26,0.789649108983879,30,100perc
2020-03-26,0.801503922953834,35,100perc
2020-03-26,0.796447005093118,37,100perc
2020-03-26,0.809867232003538,49,100perc
2020-03-26,0.825753667667035,50,100perc
2020-03-26,0.790833431046284,57,100perc
2020-03-26,0.77801387548994,58,100perc
2020-03-26,0.813734027468775,59,100perc
2020-03-26,0.78833923537692,63,100perc
2020-03-26,0.793261567761412,65,100perc
2020-03-26,0.798413400906017,66,100perc
2020-03-26,0.796739111290428,69,100perc
2020-03-26,0.821619847146271,71,100perc
2020-03-26,0.788283303628292,73,100perc
2020-03-26,0.79729695647229,81,100perc
2020-03-26,0.803631454639552,101,100perc
2020-03-26,0.805453549476318,102,100perc
2020-03-26,0.812842821995757,104,100perc
2020-03-26,0.789701868567785,110,100perc
2020-03-26,0.786152960819296,111,100perc
2020-03-26,0.787865422156358,116,100perc
2020-03-26,0.808982960533307,122,100perc
2020-03-26,0.801285308330439,127,100perc
2020-03-26,0.791850431719479,134,100perc
2020-03-26,0.804871180718621,137,100perc
2020-03-26,0.771193949059007,140,100perc
2020-03-26,0.801036876257635,144,100perc
2020-03-26,0.777686416631865,147,100perc
2020-03-26,0.802845365101418,149,100perc
2020-03-26,0.818520623266852,150,100perc
2020-03-26,0.790318442616907,151,100perc
2020-03-26,0.774569734979463,152,100perc
2020-03-26,0.797615242233387,156,100perc
2020-03-26,0.775063722201774,157,100perc
2020-03-26,0.811525628638614,159,100perc
2020-03-26,0.804488734935708,164,100perc
2020-03-26,0.819943774704171,165,100perc
2020-03-26,0.816893796924228,175,100perc
2020-03-26,0.790614566447944,195,100perc
2020-03-26,0.802847549086753,199,100perc
2020-03-26,0.79031037159814,211,100perc
2020-03-26,0.807163675620569,212,100perc
2020-03-26,0.776722985063604,223,100perc
2020-03-26,0.808730238749836,224,100perc
2020-03-26,0.791932968203676,225,100perc
2020-03-26,0.790910853303953,227,100perc
2020-03-26,0.798192620797709,231,100perc
2020-03-26,0.800257004679078,234,100perc
2020-03-26,0.804277183464357,235,100perc
2020-03-26,0.79501477477776,245,100perc
2020-03-26,0.793159627891145,253,100perc
2020-03-26,0.78187087228286,258,100perc
2020-03-26,0.789117618448271,259,100perc
2020-03-26,0.790100176312194,262,100perc
2020-03-26,,264,100perc
2020-03-26,0.778518724066408,266,100perc
2020-03-26,0.776818005926475,269,100perc
2020-03-26,0.791306699423892,271,100perc
2020-03-26,0.777793129503204,272,100perc
2020-03-26,0.823391116475691,274,100perc
2020-03-26,0.80742170639525,276,100perc
2020-03-26,0.802594409057986,277,100perc
2020-03-26,0.791069247535671,278,100perc
2020-03-26,0.800737070604907,279,100perc
2020-03-26,0.805757929720203,281,100perc
2020-03-26,0.818776569609515,284,100perc
2020-03-26,0.804410287927648,293,100perc
2020-03-26,0.822948516302779,294,100perc
2020-03-26,0.784754288497329,295,100perc
2020-03-26,0.808426613681828,296,100perc
2020-03-26,0.829992242485227,297,100perc
2020-03-26,0.806823498753148,300,100perc
2020-03-26,0.804215548145003,310,100perc
2020-03-26,0.784615057011233,317,100perc
2020-03-26,0.79269354200568,319,100perc
2020-03-26,0.809013241313061,320,100perc
2020-03-26,0.82655715769707,324,100perc
2020-03-26,0.781209326358739,326,100perc
2020-03-26,0.823632398446239,335,100perc
2020-03-26,0.795751737838057,345,100perc
2020-03-26,0.782935466888377,350,100perc
2020-03-26,0.776707339402082,354,100perc
2020-03-26,0.785920491871711,359,100perc
2020-03-26,0.80030506373836,365,100perc
2020-03-26,0.805668866158764,366,100perc
2020-03-26,0.78456245609345,368,100perc
2020-03-26,,370,100perc
2020-03-26,0.80748111960032,375,100perc
2020-03-26,0.792405178803301,376,100perc
2020-03-26,0.792726697652135,381,100perc
2020-03-26,0.814940679570372,384,100perc
2020-03-26,0.781765751460913,386,100perc
2020-03-26,0.801799825384934,398,100perc
2020-03-27,0.770274064223092,3,100perc
2020-03-27,0.782482688669944,6,100perc
2020-03-27,0.766209231704241,11,100perc
2020-03-27,0.761298639322748,14,100perc
2020-03-27,0.755156073622788,17,100perc
2020-03-27,0.774798028731996,18,100perc
2020-03-27,0.763625201071982,27,100perc
2020-03-27,0.764032991012605,30,100perc
2020-03-27,0.776789670275562,35,100perc
2020-03-27,0.771451849873368,37,100perc
2020-03-27,0.785721839120074,49,100perc
2020-03-27,0.801197220840248,50,100perc
2020-03-27,0.765829310527268,57,100perc
2020-03-27,0.752356790246568,58,100perc
2020-03-27,0.788668610579873,59,100perc
2020-03-27,0.763155432254355,63,100perc
2020-03-27,0.768232822386696,65,100perc
2020-03-27,0.773750938976687,66,100perc
2020-03-27,0.772365339296868,69,100perc
2020-03-27,0.797363699028599,71,100perc
2020-03-27,0.762556541957851,73,100perc
2020-03-27,0.772879555242211,81,100perc
2020-03-27,0.779591347692927,101,100perc
2020-03-27,0.781541631621011,102,100perc
2020-03-27,0.788869487517904,104,100perc
2020-03-27,0.763801733166468,110,100perc
2020-03-27,0.760634906514527,111,100perc
2020-03-27,0.762386324056842,116,100perc
2020-03-27,0.784146722580262,122,100perc
2020-03-27,0.776907385855093,127,100perc
2020-03-27,0.766310128082529,134,100perc
2020-03-27,0.781065089225871,137,100perc
2020-03-27,0.74446437837305,140,100perc
2020-03-27,0.776206944260589,144,100perc
2020-03-27,0.751836075852838,147,100perc
2020-03-27,0.778585621039241,149,100perc
2020-03-27,0.794687801078494,150,100perc
2020-03-27,0.76483283608668,151,100perc
2020-03-27,0.748580454494526,152,100perc
2020-03-27,0.7725822121105,156,100perc
2020-03-27,0.748768882702292,157,100perc
2020-03-27,0.787351257525523,159,100perc
2020-03-27,0.780524183736435,164,100perc
2020-03-27,0.794902799656595,165,100perc
2020-03-27,0.791678789967387,175,100perc
2020-03-27,0.765733844373109,195,100perc
2020-03-27,0.777894401528184,199,100perc
2020-03-27,0.765321781427448,211,100perc
2020-03-27,0.783201762092455,212,100perc
2020-03-27,0.749992538202582,223,100perc
2020-03-27,0.785099029848509,224,100perc
2020-03-27,0.766645820988382,225,100perc
2020-03-27,0.765464701797381,227,100perc
2020-03-27,0.772960241089491,231,100perc
2020-03-27,0.775376162328011,234,100perc
2020-03-27,0.779614117177453,235,100perc
2020-03-27,0.770030291145842,245,100perc
2020-03-27,0.768657365812125,253,100perc
2020-03-27,0.756201433589292,258,100perc
2020-03-27,0.763587796033275,259,100perc
2020-03-27,0.765060667768624,262,100perc
2020-03-27,,264,100perc
2020-03-27,0.752247894732973,266,100perc
2020-03-27,0.750432093092535,269,100perc
2020-03-27,0.766196100032264,271,100perc
2020-03-27,0.751310261518345,272,100perc
2020-03-27,0.799199848328985,274,100perc
2020-03-27,0.783307171675144,276,100perc
2020-03-27,0.777576101867289,277,100perc
2020-03-27,0.765848619660191,278,100perc
2020-03-27,0.775717243710769,279,100perc
2020-03-27,0.781317528330976,281,100perc
2020-03-27,0.794242141766445,284,100perc
2020-03-27,0.779852405445167,293,100perc
2020-03-27,0.798843513467372,294,100perc
2020-03-27,0.75883695014107,295,100perc
2020-03-27,0.784178805633149,296,100perc
2020-03-27,0.805795907705748,297,100perc
2020-03-27,0.782478371689876,300,100perc
2020-03-27,0.780255766782045,310,100perc
2020-03-27,0.75920866100116,317,100perc
2020-03-27,0.767876559860895,319,100perc
2020-03-27,0.785266551125759,320,100perc
2020-03-27,0.80213254770578,324,100perc
2020-03-27,0.755834623023242,326,100perc
2020-03-27,0.80023798945819,335,100perc
2020-03-27,0.770704926293573,345,100perc
2020-03-27,0.757150826100619,350,100perc
2020-03-27,0.7502262848167,354,100perc
2020-03-27,0.760104000622815,359,100perc
2020-03-27,0.774949494646918,365,100perc
2020-03-27,0.781609651222448,366,100perc
2020-03-27,0.758460127767403,368,100perc
2020-03-27,,370,100perc
2020-03-27,0.783142019392349,375,100perc
2020-03-27,0.766890859356949,376,100perc
2020-03-27,0.767260258721358,381,100perc
2020-03-27,0.791352546025814,384,100perc
2020-03-27,0.756154466619565,386,100perc
2020-03-27,0.777325893220978,398,100perc
2020-03-28,0.753893707142351,3,100perc
2020-03-28,0.766312846853981,6,100perc
2020-03-28,0.748381519995476,11,100perc
2020-03-28,0.743088803910069,14,100perc
2020-03-28,0.738002607749372,17,100perc
2020-03-28,0.758071070968986,18,100perc
2020-03-28,0.746311258982387,27,100perc
2020-03-28,0.746319361311566,30,100perc
2020-03-28,0.75974973354317,35,100perc
2020-03-28,0.754468567195701,37,100perc
2020-03-28,0.76923027429492,49,100perc
2020-03-28,0.78364125178308,50,100perc
2020-03-28,0.748926060105643,57,100perc
2020-03-28,0.734840049233789,58,100perc
2020-03-28,0.770545921989717,59,100perc
2020-03-28,0.745847672864245,63,100perc
2020-03-28,0.750990872920429,65,100perc
2020-03-28,0.756625475588296,66,100perc
2020-03-28,0.7557651546386,69,100perc
2020-03-28,0.780027694034247,71,100perc
2020-03-28,0.744809656805755,73,100perc
2020-03-28,0.756212064727663,81,100perc
2020-03-28,0.763195350002067,101,100perc
2020-03-28,0.765507481319947,102,100perc
2020-03-28,0.772738858277753,104,100perc
2020-03-28,0.746134231922088,110,100perc
2020-03-28,0.743153713563694,111,100perc
2020-03-28,0.744945924476354,116,100perc
2020-03-28,0.766840219498967,122,100perc
2020-03-28,0.760488704357101,127,100perc
2020-03-28,0.748878779675478,134,100perc
2020-03-28,0.765024524368441,137,100perc
2020-03-28,0.72578990474938,140,100perc
2020-03-28,0.7591254929957,144,100perc
2020-03-28,0.73365130948142,147,100perc
2020-03-28,0.762211976629245,149,100perc
2020-03-28,0.778659992077196,150,100perc
2020-03-28,0.747350316052683,151,100perc
2020-03-28,0.730484365638377,152,100perc
2020-03-28,0.755321260792758,156,100perc
2020-03-28,0.730460147003768,157,100perc
2020-03-28,0.771243819752785,159,100perc
2020-03-28,0.764492033677095,164,100perc
2020-03-28,0.776942835163624,165,100perc
2020-03-28,0.773371960622875,175,100perc
2020-03-28,0.748707286457524,195,100perc
2020-03-28,0.760390904594445,199,100perc
2020-03-28,0.748442095738219,211,100perc
2020-03-28,0.76711800844517,212,100perc
2020-03-28,0.731174162527597,223,100perc
2020-03-28,0.769142675079179,224,100perc
2020-03-28,0.749084422800901,225,100perc
2020-03-28,0.747760463135569,227,100perc
2020-03-28,0.755588870603213,231,100perc
2020-03-28,0.75835294692988,234,100perc
2020-03-28,0.762631456012406,235,100perc
2020-03-28,0.753078208916661,245,100perc
2020-03-28,0.752153534415008,253,100perc
2020-03-28,0.738571733413989,258,100perc
2020-03-28,0.746084728828121,259,100perc
2020-03-28,0.747897134622168,262,100perc
2020-03-28,,264,100perc
2020-03-28,0.734003666815418,266,100perc
2020-03-28,0.732074442280434,269,100perc
2020-03-28,0.748896702719129,271,100perc
2020-03-28,0.732954311705778,272,100perc
2020-03-28,0.782183270260168,274,100perc
2020-03-28,0.767155409122361,276,100perc
2020-03-28,0.760551591095914,277,100perc
2020-03-28,0.748693100171262,278,100perc
2020-03-28,0.758360399806395,279,100perc
2020-03-28,0.764857287827647,281,100perc
2020-03-28,0.776976878900654,284,100perc
2020-03-28,0.76294012845617,293,100perc
2020-03-28,0.781948607712787,294,100perc
2020-03-28,0.740603846520589,295,100perc
2020-03-28,0.767866420609721,296,100perc
2020-03-28,0.788623627776284,297,100perc
2020-03-28,0.76594214883657,300,100perc
2020-03-28,0.764033491565594,310,100perc
2020-03-28,0.741897201189522,317,100perc
2020-03-28,0.75070767789499,319,100perc
2020-03-28,0.769255788626539,320,100perc
2020-03-28,0.784396885653223,324,100perc
2020-03-28,0.738860599621739,326,100perc
2020-03-28,0.784729889358229,335,100perc
2020-03-28,0.753382121491289,345,100perc
2020-03-28,0.739317486180082,350,100perc
2020-03-28,0.731831456731088,354,100perc
2020-03-28,0.742123873934634,359,100perc
2020-03-28,0.757817353053109,365,100perc
2020-03-28,0.765350419394919,366,100perc
2020-03-28,0.740281825821502,368,100perc
2020-03-28,,370,100perc
2020-03-28,0.766823718950486,375,100perc
2020-03-28,0.749822004078608,376,100perc
2020-03-28,0.749762556329346,381,100perc
2020-03-28,0.775237768796527,384,100perc
2020-03-28,0.738831229332174,386,100perc
2020-03-28,0.760710137401881,398,100perc
2020-03-29,0.747029903131712,3,100perc
2020-03-29,0.759779826270372,6,100perc
2020-03-29,0.739895642556209,11,100perc
2020-03-29,0.734588747236743,14,100perc
2020-03-29,0.731183330550199,17,100perc
2020-03-29,0.75163572313273,18,100perc
2020-03-29,0.739402384533706,27,100perc
2020-03-29,0.738518757784061,30,100perc
2020-03-29,0.752152134105573,35,100perc
2020-03-29,0.747814454341612,37,100perc
2020-03-29,0.762607956603026,49,100perc
2020-03-29,0.774972122014174,50,100perc
2020-03-29,0.742251407498277,57,100perc
2020-03-29,0.728005265024049,58,100perc
2020-03-29,0.761310770647312,59,100perc
2020-03-29,0.738357940532414,63,100perc
2020-03-29,0.743818887028364,65,100perc
2020-03-29,0.749491314283749,66,100perc
2020-03-29,0.748824725206278,69,100perc
2020-03-29,0.771599273545086,71,100perc
2020-03-29,0.736948190229772,73,100perc
2020-03-29,0.749282987763614,81,100perc
2020-03-29,0.756398818793586,101,100perc
2020-03-29,0.759632410845042,102,100perc
2020-03-29,0.766663522616828,104,100perc
2020-03-29,0.738899137175484,110,100perc
2020-03-29,0.736281117076965,111,100perc
2020-03-29,0.737878075216441,116,100perc
2020-03-29,0.759096919874467,122,100perc
2020-03-29,0.753987017583693,127,100perc
2020-03-29,0.74191655375654,134,100perc
2020-03-29,0.758620725054336,137,100perc
2020-03-29,0.717171157867635,140,100perc
2020-03-29,0.751919221427528,144,100perc
2020-03-29,0.725300316303123,147,100perc
2020-03-29,0.755647507706072,149,100perc
2020-03-29,0.772232734496965,150,100perc
2020-03-29,0.739922633561781,151,100perc
2020-03-29,0.722687607914544,152,100perc
2020-03-29,0.747508681414874,156,100perc
2020-03-29,0.722746870312118,157,100perc
2020-03-29,0.764546323866329,159,100perc
2020-03-29,0.758627860340444,164,100perc
2020-03-29,0.767657496945544,165,100perc
2020-03-29,0.764206083476275,175,100perc
2020-03-29,0.741697786329591,195,100perc
2020-03-29,0.752570029200514,199,100perc
2020-03-29,0.741807768722867,211,100perc
2020-03-29,0.760808290921164,212,100perc
2020-03-29,0.722493582173095,223,100perc
2020-03-29,0.762574574394609,224,100perc
2020-03-29,0.741256428978177,225,100perc
2020-03-29,0.739645483868176,227,100perc
2020-03-29,0.748290859271197,231,100perc
2020-03-29,0.751028998359712,234,100perc
2020-03-29,0.755366475436468,235,100perc
2020-03-29,0.746196454644559,245,100perc
2020-03-29,0.746037489903067,253,100perc
2020-03-29,0.731310271642939,258,100perc
2020-03-29,0.738845932525152,259,100perc
2020-03-29,0.740779798187621,262,100perc
2020-03-29,,264,100perc
2020-03-29,0.725568332715734,266,100perc
2020-03-29,0.723879614132198,269,100perc
2020-03-29,0.741533585488492,271,100perc
2020-03-29,0.725089801868911,272,100perc
2020-03-29,0.774468808229191,274,100perc
2020-03-29,0.761046405170137,276,100perc
2020-03-29,0.753109358872108,277,100perc
2020-03-29,0.741670018895287,278,100perc
2020-03-29,0.750873648353665,279,100perc
2020-03-29,0.758728491255407,281,100perc
2020-03-29,0.768715161301909,284,100perc
2020-03-29,0.755976322510314,293,100perc
2020-03-29,0.774438741384369,294,100perc
2020-03-29,0.732381333215348,295,100perc
2020-03-29,0.761683121553882,296,100perc
2020-03-29,0.78033012857198,297,100perc
2020-03-29,0.758885375476359,300,100perc
2020-03-29,0.757881492772905,310,100perc
2020-03-29,0.734673559275088,317,100perc
2020-03-29,0.743589859701548,319,100perc
2020-03-29,0.763048644345571,320,100perc
2020-03-29,0.775541217200959,324,100perc
2020-03-29,0.732114877826724,326,100perc
2020-03-29,0.778541313162138,335,100perc
2020-03-29,0.745902479553433,345,100perc
2020-03-29,0.731468443724969,350,100perc
2020-03-29,0.723739515597658,354,100perc
2020-03-29,0.734075900144685,359,100perc
2020-03-29,0.750767784211783,365,100perc
2020-03-29,0.758864401642415,366,100perc
2020-03-29,0.732371514271389,368,100perc
2020-03-29,,370,100perc
2020-03-29,0.760762716124659,375,100perc
2020-03-29,0.743028898051678,376,100perc
2020-03-29,0.742237571311233,381,100perc
2020-03-29,0.76849937047575,384,100perc
2020-03-29,0.731891090372024,386,100perc
2020-03-29,0.753894887637131,398,100perc
2020-03-30,0.751228167046255,3,100perc
2020-03-30,0.764176748482395,6,100perc
2020-03-30,0.742291912840042,11,100perc
2020-03-30,0.737509129613323,14,100perc
2020-03-30,0.736218256178399,17,100perc
2020-03-30,0.756589894213646,18,100perc
2020-03-30,0.744182885784437,27,100perc
2020-03-30,0.742171985193005,30,100perc
2020-03-30,0.755382636683637,35,100perc
2020-03-30,0.752903894794851,37,100perc
2020-03-30,0.767122033289667,49,100perc
2020-03-30,0.776740438728989,50,100perc
2020-03-30,0.747427166355366,57,100perc
2020-03-30,0.732907315063547,58,100perc
2020-03-30,0.762360476070535,59,100perc
2020-03-30,0.74234956900967,63,100perc
2020-03-30,0.748006512161279,65,100perc
2020-03-30,0.753963378426624,66,100perc
2020-03-30,0.753239795585264,69,100perc
2020-03-30,0.77344579617397,71,100perc
2020-03-30,0.740216759387624,73,100perc
2020-03-30,0.753635390625677,81,100perc
2020-03-30,0.760316132071994,101,100perc
2020-03-30,0.765368293395318,102,100perc
2020-03-30,0.772142958758019,104,100perc
2020-03-30,0.743346496107493,110,100perc
2020-03-30,0.741060511244307,111,100perc
2020-03-30,0.742372440579399,116,100perc
2020-03-30,0.7623688178002,122,100perc
2020-03-30,0.758663761201378,127,100perc
2020-03-30,0.746882452174214,134,100perc
2020-03-30,0.76342100625403,137,100perc
2020-03-30,0.720588291621633,140,100perc
2020-03-30,0.75550127562887,144,100perc
2020-03-30,0.728476947716293,147,100perc
2020-03-30,0.760596426220264,149,100perc
2020-03-30,0.776497359900154,150,100perc
2020-03-30,0.744019303838037,151,100perc
2020-03-30,0.726818074508149,152,100perc
2020-03-30,0.750501398737627,156,100perc
2020-03-30,0.727221307370796,157,100perc
2020-03-30,0.769116273008189,159,100perc
2020-03-30,0.764554577572027,164,100perc
2020-03-30,0.768719220955029,165,100perc
2020-03-30,0.765252332212207,175,100perc
2020-03-30,0.745955737552501,195,100perc
2020-03-30,0.755883779700346,199,100perc
2020-03-30,0.747390782483834,211,100perc
2020-03-30,0.765522794048918,212,100perc
2020-03-30,0.72536080870309,223,100perc
2020-03-30,0.766799020460695,224,100perc
2020-03-30,0.744581086519192,225,100perc
2020-03-30,0.742727677181276,227,100perc
2020-03-30,0.752442917916651,231,100perc
2020-03-30,0.755266660629431,234,100perc
2020-03-30,0.759432986587343,235,100perc
2020-03-30,0.75129764901088,245,100perc
2020-03-30,0.75154533210105,253,100perc
2020-03-30,0.735996167830278,258,100perc
2020-03-30,0.743286119641124,259,100perc
2020-03-30,0.745343105948256,262,100perc
2020-03-30,,264,100perc
2020-03-30,0.728386207138924,266,100perc
2020-03-30,0.727691982985442,269,100perc
2020-03-30,0.745377224704717,271,100perc
2020-03-30,0.729128453663457,272,100perc
2020-03-30,0.776515394691633,274,100perc
2020-03-30,0.766690352636518,276,100perc
2020-03-30,0.756516377302352,277,100perc
2020-03-30,0.746296108429486,278,100perc
2020-03-30,0.754164356487801,279,100perc
2020-03-30,0.76469830374549,281,100perc
2020-03-30,0.770563221720123,284,100perc
2020-03-30,0.759975208984729,293,100perc
2020-03-30,0.777175113997173,294,100perc
2020-03-30,0.735667703499799,295,100perc
2020-03-30,0.766657893576992,296,100perc
2020-03-30,0.782364872991346,297,100perc
2020-03-30,0.762575260826876,300,100perc
2020-03-30,0.763129629461799,310,100perc
2020-03-30,0.739074141920175,317,100perc
2020-03-30,0.747596088479109,319,100perc
2020-03-30,0.768017282936957,320,100perc
2020-03-30,0.776505911653269,324,100perc
2020-03-30,0.737494142614554,326,100perc
2020-03-30,0.783040420863079,335,100perc
2020-03-30,0.749671374718936,345,100perc
2020-03-30,0.735668836921891,350,100perc
2020-03-30,0.72769651483714,354,100perc
2020-03-30,0.737469411579238,359,100perc
2020-03-30,0.755435608140364,365,100perc
2020-03-30,0.763618467446541,366,100perc
2020-03-30,0.736427810788299,368,100perc
2020-03-30,,370,100perc
2020-03-30,0.766381507195958,375,100perc
2020-03-30,0.747946996997985,376,100perc
2020-03-30,0.745801000177509,381,100perc
2020-03-30,0.772357995876912,384,100perc
2020-03-30,0.737038474807731,386,100perc
2020-03-30,0.758248322101543,398,100perc
2020-03-31,0.766759174694398,3,100perc
2020-03-31,0.779808369952293,6,100perc
2020-03-31,0.755704179767083,11,100perc
2020-03-31,0.751919470920311,14,100perc
2020-03-31,0.753261500816952,17,100perc
2020-03-31,0.773168495070812,18,100perc
2020-03-31,0.761173204421641,27,100perc
2020-03-31,0.757284208581833,30,100perc
2020-03-31,0.76989585933605,35,100perc
2020-03-31,0.769967679745542,37,100perc
2020-03-31,0.782880884456143,49,100perc
2020-03-31,0.788609453191523,50,100perc
2020-03-31,0.764316514496017,57,100perc
2020-03-31,0.750137772291848,58,100perc
2020-03-31,0.773693909852131,59,100perc
2020-03-31,0.758125853447577,63,100perc
2020-03-31,0.763936863869248,65,100perc
2020-03-31,0.769949293780022,66,100perc
2020-03-31,0.76905048673054,69,100perc
2020-03-31,0.785446921387983,71,100perc
2020-03-31,0.755282474821826,73,100perc
2020-03-31,0.769826411412914,81,100perc
2020-03-31,0.775221993381284,101,100perc
2020-03-31,0.782716814234162,102,100perc
2020-03-31,0.789082362284681,104,100perc
2020-03-31,0.759847753788915,110,100perc
2020-03-31,0.758236563240816,111,100perc
2020-03-31,0.758936302183182,116,100perc
2020-03-31,0.776954691429598,122,100perc
2020-03-31,0.774816305036473,127,100perc
2020-03-31,0.763944112731493,134,100perc
2020-03-31,0.779307094755345,137,100perc
2020-03-31,0.736293997448982,140,100perc
2020-03-31,0.77010985635512,144,100perc
2020-03-31,0.743173462263364,147,100perc
2020-03-31,0.776810165751854,149,100perc
2020-03-31,0.791718103697179,150,100perc
2020-03-31,0.760145045456032,151,100perc
2020-03-31,0.743217891817212,152,100perc
2020-03-31,0.764674478870965,156,100perc
2020-03-31,0.744203381949955,157,100perc
2020-03-31,0.784789676696966,159,100perc
2020-03-31,0.782288182816791,164,100perc
2020-03-31,0.780093470845612,165,100perc
2020-03-31,0.776440259691673,175,100perc
2020-03-31,0.762271454842876,195,100perc
2020-03-31,0.770110965642275,199,100perc
2020-03-31,0.765263460877443,211,100perc
2020-03-31,0.781154162361243,212,100perc
2020-03-31,0.740170887413719,223,100perc
2020-03-31,0.782061900048274,224,100perc
2020-03-31,0.759610914553019,225,100perc
2020-03-31,0.75719584925137,227,100perc
2020-03-31,0.768587911926769,231,100perc
2020-03-31,0.771150615735379,234,100perc
2020-03-31,0.774933625603156,235,100perc
